teste;teste;teste;teste;teste;teste;teste;
7891033820412;CBEM SAB BARRA BOA NOITE 2x80g;82041;00001;00448;;01/04/2021 09:30:12;22/04/2021 18:16:54;
7891033290468;BOTICOLL CONNEX DES BDY SPR 100ml V6 PCK;29046;00001;00510;;01/04/2021 09:27:27;22/04/2021 18:16:54;
7891033744220;REF BOTICOL CONEX DES B/SPR 100ml PCK V5;74422;00001;00510;;01/04/2021 09:27:31;22/04/2021 18:16:54;
7891033733811;BOTICOLL STYLET DES BDY SPR 100ml V7 PCK;73381;00001;00510;;01/04/2021 09:27:34;22/04/2021 18:16:54;
7891033748921;FLORATTA DES BDY SPR ROSE 100ml V7 PCK;74892;00001;00510;;01/04/2021 09:27:38;22/04/2021 18:16:54;
7891033775330;MATCH CREME P/PENTEAR BRLH 150ml;77533;00001;00510;;01/04/2021 09:27:50;22/04/2021 18:16:54;
7891033775330;MATCH CREME P/PENTEAR BRLH 150ml;77533;00001;00510;;01/04/2021 09:27:54;22/04/2021 18:16:54;
7891033775330;MATCH CREME P/PENTEAR BRLH 150ml;77533;00001;00510;;01/04/2021 09:28:00;22/04/2021 18:16:54;
7891033750146;MATCH MASC CAP RESP/CACHO 250g V2;75014;00001;00510;;01/04/2021 09:28:09;22/04/2021 18:16:54;
7891033744138;REF BOTICOLL STYL DES B/SPR 100ml PCK V5;74413;00001;00510;;01/04/2021 09:27:36;22/04/2021 18:16:54;
7891033700578;MATCH SRUM CAP PATRULHA FRIZZ 50ml;70057;00001;00510;;01/04/2021 09:28:02;22/04/2021 18:16:54;
7891033700578;MATCH SRUM CAP PATRULHA FRIZZ 50ml;70057;00001;00510;;01/04/2021 09:28:04;22/04/2021 18:16:54;
7891033743971;REF FLORATTA DES B/SPR ROSE 100ml V4 PCK;74397;00001;00510;;01/04/2021 09:27:40;22/04/2021 18:16:54;
7891033748907;FLORATTA DES BDY SPR BLUE 100ml V7 PCK;74890;00001;00510;;01/04/2021 09:27:42;22/04/2021 18:16:54;
7891033743964;REF FLORATTA DES B/SPR BLUE 100ml V6 PCK;74396;00001;00510;;01/04/2021 09:27:44;22/04/2021 18:16:54;
7891033824748;BOTICOL PORTINARI DES B/SPR 100ml V6 PCK;82474;00001;00510;;01/04/2021 09:27:45;22/04/2021 18:16:54;
7891033743834;MATCH GLOSS CAP TONAL MORENO 100ml;74383;00001;00510;;01/04/2021 09:28:21;22/04/2021 18:16:54;
7891033743834;MATCH GLOSS CAP TONAL MORENO 100ml;74383;00001;00510;;01/04/2021 09:28:39;22/04/2021 18:16:54;
7891033743834;MATCH GLOSS CAP TONAL MORENO 100ml;74383;00001;00510;;01/04/2021 09:28:42;22/04/2021 18:16:54;
7891033743834;MATCH GLOSS CAP TONAL MORENO 100ml;74383;00001;00510;;01/04/2021 09:28:45;22/04/2021 18:16:54;
7891033750139;MATCH GELAT CAP RESP/CACHO 250g V2;75013;00001;00510;;01/04/2021 09:28:11;22/04/2021 18:16:54;
7891033824779;REF BOTCOL PORTINARI D B/SP 100ml V5 PCK;82477;00001;00510;;01/04/2021 09:27:47;22/04/2021 18:16:54;
7891033743841;MATCH GLOSS CAP TONAL RUIVO 100ml;74384;00001;00510;;01/04/2021 09:28:16;22/04/2021 18:16:54;
7891033743841;MATCH GLOSS CAP TONAL RUIVO 100ml;74384;00001;00510;;01/04/2021 09:28:18;22/04/2021 18:16:54;
7891033743841;MATCH GLOSS CAP TONAL RUIVO 100ml;74384;00001;00510;;01/04/2021 09:28:25;22/04/2021 18:16:54;
7891033743841;MATCH GLOSS CAP TONAL RUIVO 100ml;74384;00001;00510;;01/04/2021 09:28:30;22/04/2021 18:16:54;
7891033749331;CBEM LOC HID DES CPO PEL SENS 400ml;74933;00001;00437;;01/04/2021 09:30:33;22/04/2021 18:16:54;
7891033749331;CBEM LOC HID DES CPO PEL SENS 400ml;74933;00001;00437;;01/04/2021 09:30:34;22/04/2021 18:16:54;
7891033749362;CBEM CREM DES MAOS ACALMA 50g;74936;00001;00437;;01/04/2021 09:30:39;22/04/2021 18:16:54;
7891033749362;CBEM CREM DES MAOS ACALMA 50g;74936;00001;00437;;01/04/2021 09:30:41;22/04/2021 18:16:54;
7891033749362;CBEM CREM DES MAOS ACALMA 50g;74936;00001;00437;;01/04/2021 09:30:43;22/04/2021 18:16:54;
7891033749348;CBEM LOC HID DES CPO PEL SENS 200ml;74934;00001;00437;;01/04/2021 09:30:46;22/04/2021 18:16:54;
7891033749348;CBEM LOC HID DES CPO PEL SENS 200ml;74934;00001;00437;;01/04/2021 09:30:49;22/04/2021 18:16:54;
7891033283460;CUIDE SE BEM LOCAO H DES CPO L/MEL 200ml;28346;00001;00437;;01/04/2021 09:30:57;22/04/2021 18:16:54;
7891033283460;CUIDE SE BEM LOCAO H DES CPO L/MEL 200ml;28346;00001;00437;;01/04/2021 09:30:59;22/04/2021 18:16:54;
7891033283460;CUIDE SE BEM LOCAO H DES CPO L/MEL 200ml;28346;00001;00437;;01/04/2021 09:31:02;22/04/2021 18:16:54;
7891033283460;CUIDE SE BEM LOCAO H DES CPO L/MEL 200ml;28346;00001;00437;;01/04/2021 09:31:04;22/04/2021 18:16:54;
7891033283507;CUIDE BEM LOCAO H DES CPO L/MEL 400ml V6;28350;00001;00437;;01/04/2021 09:31:06;22/04/2021 18:16:54;
7891033283507;CUIDE BEM LOCAO H DES CPO L/MEL 400ml V6;28350;00001;00437;;01/04/2021 09:31:10;22/04/2021 18:16:54;
7891033751938;CBEM CREM DES MAOS DELEITE 25ml;75193;00001;00381;;01/04/2021 09:39:45;22/04/2021 18:16:54;
7891033751938;CBEM CREM DES MAOS DELEITE 25ml;75193;00001;00381;;01/04/2021 09:39:41;22/04/2021 18:16:54;
7891033701216;CBEM ALCOOL GEL M/LEI 30g;70121;00001;00381;;01/04/2021 09:39:48;22/04/2021 18:16:54;
7891033700097;CBEM ALCOOL GEL R/ALG 30g;70009;00001;00381;;01/04/2021 09:39:51;22/04/2021 18:16:54;
7891033834716;CBEM CREM HID ANTBAC MAOS NUVEM 25ml;83471;00001;00381;;01/04/2021 09:39:53;22/04/2021 18:16:54;
7891033834716;CBEM CREM HID ANTBAC MAOS NUVEM 25ml;83471;00001;00381;;01/04/2021 09:39:57;22/04/2021 18:16:54;
7891033700080;CBEM ALCOOL GEL L/MEL 30g;70008;00001;00381;;01/04/2021 09:40:02;22/04/2021 18:16:54;
7891033700080;CBEM ALCOOL GEL L/MEL 30g;70008;00001;00381;;01/04/2021 09:40:04;22/04/2021 18:16:54;
7891033700080;CBEM ALCOOL GEL L/MEL 30g;70008;00001;00381;;01/04/2021 09:40:09;22/04/2021 18:16:54;
7891033700080;CBEM ALCOOL GEL L/MEL 30g;70008;00001;00381;;01/04/2021 09:40:14;22/04/2021 18:16:54;
7891033712175;CBEM ALCOOL GEL NUVEM 30g;71217;00001;00381;;01/04/2021 09:40:20;22/04/2021 18:16:54;
7891033834723;CBEM SAB LIQ MAOS ANTBAC NUVEM 30ml;83472;00001;00381;;01/04/2021 09:40:24;22/04/2021 18:16:54;
7891033439607;MATCH ESCV P/ACAB ABS;43960;00001;00511;;01/04/2021 09:29:12;22/04/2021 18:16:54;
7891033448074;MATCH ESTJ PRATICO P/CABELOS;44807;00001;00511;;01/04/2021 09:29:14;22/04/2021 18:16:54;
7891033804344;CBEM SAB BARRA SOL/AG FR 2x80g V2;80434;00001;00511;;01/04/2021 09:29:20;22/04/2021 18:16:54;
7891033804344;CBEM SAB BARRA SOL/AG FR 2x80g V2;80434;00001;00511;;01/04/2021 09:29:24;22/04/2021 18:16:54;
7891033804344;CBEM SAB BARRA SOL/AG FR 2x80g V2;80434;00001;00511;;01/04/2021 09:29:26;22/04/2021 18:16:54;
7891033766840;CBEM SAB LIQ ESF CPO SOL/AG FR 150ml;76684;00001;00511;;01/04/2021 09:29:29;22/04/2021 18:16:54;
7891033766840;CBEM SAB LIQ ESF CPO SOL/AG FR 150ml;76684;00001;00511;;01/04/2021 09:29:31;22/04/2021 18:16:54;
7891033716760;MATCH COND CO WASH FONT HID 300ml;71676;00001;00511;;01/04/2021 09:29:37;22/04/2021 18:16:54;
7891033738977;MATCH POMAD MODEL P/CAB 100g;73897;00001;00511;;01/04/2021 09:30:01;22/04/2021 18:16:54;
7891033716777;MATCH COND RESP/CACHO CO WASH 300ml;71677;00001;00511;;01/04/2021 09:29:33;22/04/2021 18:16:54;
7891033716777;MATCH COND RESP/CACHO CO WASH 300ml;71677;00001;00511;;01/04/2021 09:29:39;22/04/2021 18:16:54;
7891033751105;MATCH FLUIDO CAP FIN COLOR 50ml;75110;00001;00511;;01/04/2021 09:29:35;22/04/2021 18:16:54;
7891033738960;MATCH PO CAP VOLUMADOR 10g;73896;00001;00511;;01/04/2021 09:29:59;22/04/2021 18:16:54;
7891033757275;NSPA DES COL BDY SPLASH QUINOA 200ml;75727;00001;00511;;01/04/2021 09:29:44;22/04/2021 18:16:54;
7891033757275;NSPA DES COL BDY SPLASH QUINOA 200ml;75727;00001;00511;;01/04/2021 09:29:47;22/04/2021 18:16:54;
7891033757275;NSPA DES COL BDY SPLASH QUINOA 200ml;75727;00001;00511;;01/04/2021 09:29:49;22/04/2021 18:16:54;
7891033757275;NSPA DES COL BDY SPLASH QUINOA 200ml;75727;00001;00511;;01/04/2021 09:29:51;22/04/2021 18:16:54;
7891033757275;NSPA DES COL BDY SPLASH QUINOA 200ml;75727;00001;00511;;01/04/2021 09:29:52;22/04/2021 18:16:54;
7891033757275;NSPA DES COL BDY SPLASH QUINOA 200ml;75727;00001;00511;;01/04/2021 09:29:54;22/04/2021 18:16:54;
7891033757275;NSPA DES COL BDY SPLASH QUINOA 200ml;75727;00001;00511;;01/04/2021 09:29:55;22/04/2021 18:16:54;
7891033738779;MATCH SPR FIX CAP 150ml;73877;00001;00511;;01/04/2021 09:29:57;22/04/2021 18:16:54;
7891033744183;REF UOMINI DES BDY SPR 100ml V5 PCK;74418;00001;00323;;01/04/2021 09:27:27;22/04/2021 18:16:54;
7891033744183;REF UOMINI DES BDY SPR 100ml V5 PCK;74418;00001;00323;;01/04/2021 09:27:29;22/04/2021 18:16:54;
7891033744183;REF UOMINI DES BDY SPR 100ml V5 PCK;74418;00001;00323;;01/04/2021 09:27:31;22/04/2021 18:16:54;
7891033744183;REF UOMINI DES BDY SPR 100ml V5 PCK;74418;00001;00323;;01/04/2021 09:27:33;22/04/2021 18:16:54;
7891033736072;MALBEC DES COL 100ml V3;73607;00001;00323;;01/04/2021 09:27:21;22/04/2021 18:16:54;
7891033831920;REF MALBEC DES BDY SPR BLEU 100ml;83192;00001;00323;;01/04/2021 09:27:35;22/04/2021 18:16:54;
7891033807642;REF MALBEC DES BDY SPR FLAME 100ml;80764;00001;00323;;01/04/2021 09:27:36;22/04/2021 18:16:54;
7891033807642;REF MALBEC DES BDY SPR FLAME 100ml;80764;00001;00323;;01/04/2021 09:27:38;22/04/2021 18:16:54;
7891033807642;REF MALBEC DES BDY SPR FLAME 100ml;80764;00001;00323;;01/04/2021 09:27:39;22/04/2021 18:16:54;
7891033807642;REF MALBEC DES BDY SPR FLAME 100ml;80764;00001;00323;;01/04/2021 09:27:42;22/04/2021 18:16:54;
7891033807642;REF MALBEC DES BDY SPR FLAME 100ml;80764;00001;00323;;01/04/2021 09:27:44;22/04/2021 18:16:54;
7891033807642;REF MALBEC DES BDY SPR FLAME 100ml;80764;00001;00323;;01/04/2021 09:27:46;22/04/2021 18:16:54;
7891033744220;REF BOTICOL CONEX DES B/SPR 100ml PCK V5;74422;00001;00323;;01/04/2021 09:27:48;22/04/2021 18:16:54;
7891033744220;REF BOTICOL CONEX DES B/SPR 100ml PCK V5;74422;00001;00323;;01/04/2021 09:27:50;22/04/2021 18:16:54;
7891033744138;REF BOTICOLL STYL DES B/SPR 100ml PCK V5;74413;00001;00323;;01/04/2021 09:27:52;22/04/2021 18:16:54;
7891033744138;REF BOTICOLL STYL DES B/SPR 100ml PCK V5;74413;00001;00323;;01/04/2021 09:27:54;22/04/2021 18:16:54;
7891033744138;REF BOTICOLL STYL DES B/SPR 100ml PCK V5;74413;00001;00323;;01/04/2021 09:28:00;22/04/2021 18:16:54;
7891033824779;REF BOTCOL PORTINARI D B/SP 100ml V5 PCK;82477;00001;00323;;01/04/2021 09:30:00;22/04/2021 18:16:54;
7891033824779;REF BOTCOL PORTINARI D B/SP 100ml V5 PCK;82477;00001;00323;;01/04/2021 09:30:02;22/04/2021 18:16:54;
7891033824779;REF BOTCOL PORTINARI D B/SP 100ml V5 PCK;82477;00001;00323;;01/04/2021 09:30:04;22/04/2021 18:16:54;
7891033824779;REF BOTCOL PORTINARI D B/SP 100ml V5 PCK;82477;00001;00323;;01/04/2021 09:30:06;22/04/2021 18:16:54;
7891033744169;REF MALBEC DES BDY SPR SPRT 100ml PCK V2;74416;00001;00323;;01/04/2021 09:29:53;22/04/2021 18:16:54;
7891033744169;REF MALBEC DES BDY SPR SPRT 100ml PCK V2;74416;00001;00323;;01/04/2021 09:29:55;22/04/2021 18:16:54;
7891033744169;REF MALBEC DES BDY SPR SPRT 100ml PCK V2;74416;00001;00323;;01/04/2021 09:29:57;22/04/2021 18:16:54;
7891033744169;REF MALBEC DES BDY SPR SPRT 100ml PCK V2;74416;00001;00323;;01/04/2021 09:29:59;22/04/2021 18:16:54;
7891033780037;REF MALBEC DES B/SPR BLACK 100ml V2 PCK;78003;00001;00323;;01/04/2021 09:28:04;22/04/2021 18:16:54;
7891033780037;REF MALBEC DES B/SPR BLACK 100ml V2 PCK;78003;00001;00323;;01/04/2021 09:28:06;22/04/2021 18:16:54;
7891033780037;REF MALBEC DES B/SPR BLACK 100ml V2 PCK;78003;00001;00323;;01/04/2021 09:28:08;22/04/2021 18:16:54;
7891033780037;REF MALBEC DES B/SPR BLACK 100ml V2 PCK;78003;00001;00323;;01/04/2021 09:28:10;22/04/2021 18:16:54;
7891033780037;REF MALBEC DES B/SPR BLACK 100ml V2 PCK;78003;00001;00323;;01/04/2021 09:28:19;22/04/2021 18:16:54;
7891033744176;REF MALBEC DES BDY SPR 100ml PCK V3;74417;00001;00323;;01/04/2021 09:29:42;22/04/2021 18:16:54;
7891033744176;REF MALBEC DES BDY SPR 100ml PCK V3;74417;00001;00323;;01/04/2021 09:29:44;22/04/2021 18:16:54;
7891033744176;REF MALBEC DES BDY SPR 100ml PCK V3;74417;00001;00323;;01/04/2021 09:29:46;22/04/2021 18:16:54;
7891033744176;REF MALBEC DES BDY SPR 100ml PCK V3;74417;00001;00323;;01/04/2021 09:29:47;22/04/2021 18:16:54;
7891033744176;REF MALBEC DES BDY SPR 100ml PCK V3;74417;00001;00323;;01/04/2021 09:29:48;22/04/2021 18:16:54;
7891033744176;REF MALBEC DES BDY SPR 100ml PCK V3;74417;00001;00323;;01/04/2021 09:29:50;22/04/2021 18:16:54;
7891033796304;CPRCH BATOM CREMOSO DANCING FPS 8 3,6g;79630;00001;00382;;01/04/2021 09:41:01;22/04/2021 18:16:54;
7891033796298;CPRCH BATOM CREMOSO LOVING FPS 8 3,6g;79629;00001;00382;;01/04/2021 09:41:18;22/04/2021 18:16:54;
7891033720385;CPRCH BRLH LAB ROSE GLIT 5,6ml;72038;00001;00382;;01/04/2021 09:41:26;22/04/2021 18:16:54;
7891033720408;CAPRICHO PO FAC ANT CL;72040;00001;00382;;01/04/2021 09:41:29;22/04/2021 18:16:54;
7891033796243;CAPRICHO DES COL LOVING 10ml;79624;00001;00382;;01/04/2021 09:41:32;22/04/2021 18:16:54;
7891033720453;CAPRICHO LAP OLHOS PRETO 1,3g V3;72045;00001;00382;;01/04/2021 09:41:35;22/04/2021 18:16:54;
7891033720347;CPRCH BATOM CREM ROE IN LOVE 3,6g;72034;00001;00382;;01/04/2021 09:41:42;22/04/2021 18:16:54;
7891033720323;CPRCH BATOM MATE PINK FOREVER 3,6g;72032;00001;00382;;01/04/2021 09:41:38;22/04/2021 18:16:54;
7891033720330;CPRCH BATOM CREM MAKE ME PINK 3,6g;72033;00001;00382;;01/04/2021 09:41:45;22/04/2021 18:16:54;
7891033720330;CPRCH BATOM CREM MAKE ME PINK 3,6g;72033;00001;00382;;01/04/2021 09:41:53;22/04/2021 18:16:54;
7891033796281;CAPRICHO BATOM CREM CONNECT FPS 8 3,6g;79628;00001;00382;;01/04/2021 09:41:48;22/04/2021 18:16:54;
7891033796281;CAPRICHO BATOM CREM CONNECT FPS 8 3,6g;79628;00001;00382;;01/04/2021 09:41:50;22/04/2021 18:16:54;
7891033701292;CBEM FORT DE UNH 13ml;70129;00001;00383;;01/04/2021 09:42:25;22/04/2021 18:16:54;
7891033721092;CBEM CREM HID FAC PELE NORMAL 30ml;72109;00001;00383;;01/04/2021 09:42:29;22/04/2021 18:16:54;
7891033700875;CBEM CERA HID P/CUTICULA 7g;70087;00001;00383;;01/04/2021 09:42:38;22/04/2021 18:16:54;
7891033700875;CBEM CERA HID P/CUTICULA 7g;70087;00001;00383;;01/04/2021 09:42:40;22/04/2021 18:16:54;
7891033700875;CBEM CERA HID P/CUTICULA 7g;70087;00001;00383;;01/04/2021 09:42:43;22/04/2021 18:16:54;
7891033808656;CBEM CREM PENT A/EMB ATIVA 200ml;80865;00001;00436;;01/04/2021 09:31:33;22/04/2021 18:16:54;
7891033808656;CBEM CREM PENT A/EMB ATIVA 200ml;80865;00001;00436;;01/04/2021 09:31:34;22/04/2021 18:16:54;
7891033808649;CBEM CREM DES PERN/PES ATIVA 150ml;80864;00001;00436;;01/04/2021 09:31:41;22/04/2021 18:16:54;
7891033808649;CBEM CREM DES PERN/PES ATIVA 150ml;80864;00001;00436;;01/04/2021 09:31:42;22/04/2021 18:16:54;
7891033808649;CBEM CREM DES PERN/PES ATIVA 150ml;80864;00001;00436;;01/04/2021 09:31:53;22/04/2021 18:16:54;
7891033808540;CBEM SAB LIQ CPO ATIVA 150g;80854;00001;00436;;01/04/2021 09:31:53;22/04/2021 18:16:54;
7891033808540;CBEM SAB LIQ CPO ATIVA 150g;80854;00001;00436;;01/04/2021 09:32:01;22/04/2021 18:16:54;
7891033808540;CBEM SAB LIQ CPO ATIVA 150g;80854;00001;00436;;01/04/2021 09:32:02;22/04/2021 18:16:54;
7891033807574;MAKE B PLT SOMB PERFECT 6 BASICS;80757;00001;00372;;01/04/2021 09:43:26;22/04/2021 18:16:54;
7891033772551;MAKE B PLT OLHOS SEXY SIX VIRTUAL 4g;77255;00001;00372;;01/04/2021 09:43:28;22/04/2021 18:16:54;
7891033811229;MAKE B POMPOM ILUM PO CPO 10g;81122;00001;00372;;01/04/2021 09:43:31;22/04/2021 18:16:54;
7891033295272;LILY CREM ACETIN HID DES CPO 250g V6;29527;00001;00422;;01/04/2021 09:34:04;22/04/2021 18:16:54;
7891033295272;LILY CREM ACETIN HID DES CPO 250g V6;29527;00001;00422;;01/04/2021 09:34:07;22/04/2021 18:16:54;
7891033295272;LILY CREM ACETIN HID DES CPO 250g V6;29527;00001;00422;;01/04/2021 09:34:11;22/04/2021 18:16:54;
7891033295272;LILY CREM ACETIN HID DES CPO 250g V6;29527;00001;00422;;01/04/2021 09:34:12;22/04/2021 18:16:54;
7891033295272;LILY CREM ACETIN HID DES CPO 250g V6;29527;00001;00422;;01/04/2021 09:34:17;22/04/2021 18:16:54;
7891033295272;LILY CREM ACETIN HID DES CPO 250g V6;29527;00001;00422;;01/04/2021 09:34:17;22/04/2021 18:16:54;
7891033765980;INTENSE LAP BAT NUDE 1,2g;76598;00001;00314;;01/04/2021 09:31:12;22/04/2021 18:16:54;
7891033765980;INTENSE LAP BAT NUDE 1,2g;76598;00001;00314;;01/04/2021 09:31:19;22/04/2021 18:16:54;
7891033765980;INTENSE LAP BAT NUDE 1,2g;76598;00001;00314;;01/04/2021 09:31:42;22/04/2021 18:16:54;
7891033765980;INTENSE LAP BAT NUDE 1,2g;76598;00001;00314;;01/04/2021 09:31:56;22/04/2021 18:16:54;
7891033765973;INTENSE LAP BAT NUDE ROSADO 1,2g;76597;00001;00314;;01/04/2021 09:31:28;22/04/2021 18:16:54;
7891033765973;INTENSE LAP BAT NUDE ROSADO 1,2g;76597;00001;00314;;01/04/2021 09:31:36;22/04/2021 18:16:54;
7891033765973;INTENSE LAP BAT NUDE ROSADO 1,2g;76597;00001;00314;;01/04/2021 09:31:47;22/04/2021 18:16:54;
7891033765973;INTENSE LAP BAT NUDE ROSADO 1,2g;76597;00001;00314;;01/04/2021 09:32:03;22/04/2021 18:16:54;
7891033765973;INTENSE LAP BAT NUDE ROSADO 1,2g;76597;00001;00314;;01/04/2021 09:32:19;22/04/2021 18:16:54;
7891033820658;INTENSE LAP BAT ROSA 1,2g;82065;00001;00314;;01/04/2021 09:32:13;22/04/2021 18:16:54;
7891033755929;INTENSE LAP OLH PRETO 1,1g V6;75592;00001;00314;;01/04/2021 09:32:34;22/04/2021 18:16:54;
7891033755929;INTENSE LAP OLH PRETO 1,1g V6;75592;00001;00314;;01/04/2021 09:32:43;22/04/2021 18:16:54;
7891033766017;INTENSE LAP BAT VINHO 1,2g;76601;00001;00314;;01/04/2021 09:32:25;22/04/2021 18:16:54;
7891033766017;INTENSE LAP BAT VINHO 1,2g;76601;00001;00314;;01/04/2021 09:32:29;22/04/2021 18:16:54;
7891033766017;INTENSE LAP BAT VINHO 1,2g;76601;00001;00314;;01/04/2021 09:32:48;22/04/2021 18:16:54;
7891033771141;QUASAR DES ANTIT AER BRAVE 75g/125ml V2;77114;00001;00324;;01/04/2021 09:31:58;22/04/2021 18:16:54;
7891033771141;QUASAR DES ANTIT AER BRAVE 75g/125ml V2;77114;00001;00324;;01/04/2021 09:32:00;22/04/2021 18:16:54;
7891033771141;QUASAR DES ANTIT AER BRAVE 75g/125ml V2;77114;00001;00324;;01/04/2021 09:32:02;22/04/2021 18:16:54;
7891033758289;MALBEC DES ANTIT AER NOIR 75g/125ml V2;75828;00001;00324;;01/04/2021 09:32:04;22/04/2021 18:16:54;
7891033758289;MALBEC DES ANTIT AER NOIR 75g/125ml V2;75828;00001;00324;;01/04/2021 09:32:06;22/04/2021 18:16:54;
7891033758258;MALBEC DES ANTIT AER 75g/125ml V9;75825;00001;00324;;01/04/2021 09:32:09;22/04/2021 18:16:54;
7891033758258;MALBEC DES ANTIT AER 75g/125ml V9;75825;00001;00324;;01/04/2021 09:32:10;22/04/2021 18:16:54;
7891033758081;COFFEE DES ANTIT AER MAN 75g/125ml V7;75808;00001;00324;;01/04/2021 09:31:32;22/04/2021 18:16:54;
7891033758081;COFFEE DES ANTIT AER MAN 75g/125ml V7;75808;00001;00324;;01/04/2021 09:31:35;22/04/2021 18:16:54;
7891033758081;COFFEE DES ANTIT AER MAN 75g/125ml V7;75808;00001;00324;;01/04/2021 09:31:38;22/04/2021 18:16:54;
7891033758081;COFFEE DES ANTIT AER MAN 75g/125ml V7;75808;00001;00324;;01/04/2021 09:31:41;22/04/2021 18:16:54;
7891033758340;QUASAR DES ANTIT AER SURF 75g/125ml V2;75834;00001;00324;;01/04/2021 09:31:50;22/04/2021 18:16:54;
7891033758340;QUASAR DES ANTIT AER SURF 75g/125ml V2;75834;00001;00324;;01/04/2021 09:31:53;22/04/2021 18:16:54;
7891033747245;MALBEC DES ANTIT AER BLACK 75g;74724;00001;00324;;01/04/2021 09:32:21;22/04/2021 18:16:54;
7891033747245;MALBEC DES ANTIT AER BLACK 75g;74724;00001;00324;;01/04/2021 09:32:25;22/04/2021 18:16:54;
7891033744374;ARBO DES ANTIT AER 75g/125ml V8;74437;00001;00324;;01/04/2021 09:32:13;22/04/2021 18:16:54;
7891033744374;ARBO DES ANTIT AER 75g/125ml V8;74437;00001;00324;;01/04/2021 09:32:16;22/04/2021 18:16:54;
7891033758357;THE BLEND DES ANTIT AER 75g/125ml V2;75835;00001;00324;;01/04/2021 09:32:29;22/04/2021 18:16:54;
7891033758357;THE BLEND DES ANTIT AER 75g/125ml V2;75835;00001;00324;;01/04/2021 09:32:30;22/04/2021 18:16:54;
7891033758357;THE BLEND DES ANTIT AER 75g/125ml V2;75835;00001;00324;;01/04/2021 09:32:33;22/04/2021 18:16:54;
7891033744640;ZAAD DES ANTIT AER 75g/125ml V6;74464;00001;00324;;01/04/2021 09:32:34;22/04/2021 18:16:54;
7891033744640;ZAAD DES ANTIT AER 75g/125ml V6;74464;00001;00324;;01/04/2021 09:32:36;22/04/2021 18:16:54;
7891033744640;ZAAD DES ANTIT AER 75g/125ml V6;74464;00001;00324;;01/04/2021 09:32:38;22/04/2021 18:16:54;
7891033744640;ZAAD DES ANTIT AER 75g/125ml V6;74464;00001;00324;;01/04/2021 09:32:40;22/04/2021 18:16:54;
7891033744640;ZAAD DES ANTIT AER 75g/125ml V6;74464;00001;00324;;01/04/2021 09:32:42;22/04/2021 18:16:54;
7891033744565;ZAAD DES ANTIT AER MONDO 75g/125ml V2;74456;00001;00324;;01/04/2021 09:32:50;22/04/2021 18:16:54;
7891033744565;ZAAD DES ANTIT AER MONDO 75g/125ml V2;74456;00001;00324;;01/04/2021 09:32:52;22/04/2021 18:16:54;
7891033744565;ZAAD DES ANTIT AER MONDO 75g/125ml V2;74456;00001;00324;;01/04/2021 09:32:54;22/04/2021 18:16:54;
7891033744565;ZAAD DES ANTIT AER MONDO 75g/125ml V2;74456;00001;00324;;01/04/2021 09:32:56;22/04/2021 18:16:54;
7891033744565;ZAAD DES ANTIT AER MONDO 75g/125ml V2;74456;00001;00324;;01/04/2021 09:32:58;22/04/2021 18:16:54;
7891033744565;ZAAD DES ANTIT AER MONDO 75g/125ml V2;74456;00001;00324;;01/04/2021 09:33:00;22/04/2021 18:16:54;
7891033744664;ZAAD DES ANTIT AER GO 75g;74466;00001;00324;;01/04/2021 09:32:44;22/04/2021 18:16:54;
7891033744664;ZAAD DES ANTIT AER GO 75g;74466;00001;00324;;01/04/2021 09:32:46;22/04/2021 18:16:54;
7891033744664;ZAAD DES ANTIT AER GO 75g;74466;00001;00324;;01/04/2021 09:32:48;22/04/2021 18:16:54;
7891033459483;BOTI NECESS POCHETE PRETA PES C/A;45948;00001;00420;;01/04/2021 09:34:46;22/04/2021 18:16:54;
7891033459483;BOTI NECESS POCHETE PRETA PES C/A;45948;00001;00420;;01/04/2021 09:34:47;22/04/2021 18:16:54;
7891033459483;BOTI NECESS POCHETE PRETA PES C/A;45948;00001;00420;;01/04/2021 09:34:48;22/04/2021 18:16:54;
7891033459483;BOTI NECESS POCHETE PRETA PES C/A;45948;00001;00420;;01/04/2021 09:34:49;22/04/2021 18:16:54;
7891033459483;BOTI NECESS POCHETE PRETA PES C/A;45948;00001;00420;;01/04/2021 09:34:50;22/04/2021 18:16:54;
7891033459483;BOTI NECESS POCHETE PRETA PES C/A;45948;00001;00420;;01/04/2021 09:34:53;22/04/2021 18:16:54;
7891033459483;BOTI NECESS POCHETE PRETA PES C/A;45948;00001;00420;;01/04/2021 09:34:54;22/04/2021 18:16:54;
7891033414505;INTENSE NECESSAIRE PINK EM PVC S/ALCA;41450;00001;00420;;01/04/2021 09:35:02;22/04/2021 18:16:54;
7891033459698;BOTI NECESS ENVELOPE PU ROSA C/A;45969;00001;00420;;01/04/2021 09:35:05;22/04/2021 18:16:54;
7891033459698;BOTI NECESS ENVELOPE PU ROSA C/A;45969;00001;00420;;01/04/2021 09:35:06;22/04/2021 18:16:54;
7891033435548;MATCH NECESS PRET/ROSA PVC S/ALC;43554;00001;00420;;01/04/2021 09:35:18;22/04/2021 18:16:54;
7891033435548;MATCH NECESS PRET/ROSA PVC S/ALC;43554;00001;00420;;01/04/2021 09:36:08;22/04/2021 18:16:54;
7891033435548;MATCH NECESS PRET/ROSA PVC S/ALC;43554;00001;00420;;01/04/2021 09:36:09;22/04/2021 18:16:54;
